Epoch :  [001/300]   |   loss :  1.287510   |   train_accuracy :  44.769841%
Epoch :  [167/300]   |   loss :  1.032650   |   train_accuracy :  65.476190%   |  test_accuracy :  67.857143%
Epoch :  [168/300]   |   loss :  1.014489   |   train_accuracy :  68.750000%   |  test_accuracy :  71.428571%
Epoch :  [169/300]   |   loss :  0.985709   |   train_accuracy :  68.154762%   |  test_accuracy :  67.857143%
Epoch :  [170/300]   |   loss :  1.006765   |   train_accuracy :  69.940476%   |  test_accuracy :  71.428571%
Epoch :  [171/300]   |   loss :  1.027694   |   train_accuracy :  69.047619%   |  test_accuracy :  73.809524%
Epoch :  [172/300]   |   loss :  0.976364   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [173/300]   |   loss :  0.980978   |   train_accuracy :  64.285714%   |  test_accuracy :  71.428571%
Epoch :  [174/300]   |   loss :  0.974603   |   train_accuracy :  70.833333%   |  test_accuracy :  71.428571%
Epoch :  [175/300]   |   loss :  1.004845   |   train_accuracy :  70.535714%   |  test_accuracy :  71.428571%
Epoch :  [176/300]   |   loss :  0.955520   |   train_accuracy :  68.452381%   |  test_accuracy :  71.428571%
Epoch :  [177/300]   |   loss :  0.951339   |   train_accuracy :  70.238095%   |  test_accuracy :  70.238095%
Epoch :  [178/300]   |   loss :  0.959480   |   train_accuracy :  69.940476%   |  test_accuracy :  69.047619%
Epoch :  [179/300]   |   loss :  0.951654   |   train_accuracy :  71.428571%   |  test_accuracy :  70.238095%
Epoch :  [180/300]   |   loss :  0.955007   |   train_accuracy :  70.535714%   |  test_accuracy :  67.857143%
Epoch :  [181/300]   |   loss :  0.964761   |   train_accuracy :  71.726190%   |  test_accuracy :  71.428571%
Epoch :  [182/300]   |   loss :  0.979496   |   train_accuracy :  68.750000%   |  test_accuracy :  67.857143%
Epoch :  [183/300]   |   loss :  0.974984   |   train_accuracy :  70.535714%   |  test_accuracy :  71.428571%
Epoch :  [184/300]   |   loss :  0.960166   |   train_accuracy :  66.964286%   |  test_accuracy :  67.857143%
Epoch :  [185/300]   |   loss :  0.956852   |   train_accuracy :  70.535714%   |  test_accuracy :  69.047619%
Epoch :  [186/300]   |   loss :  0.985760   |   train_accuracy :  70.535714%   |  test_accuracy :  70.238095%
Epoch :  [187/300]   |   loss :  0.980670   |   train_accuracy :  70.238095%   |  test_accuracy :  70.238095%
Epoch :  [188/300]   |   loss :  0.982095   |   train_accuracy :  70.833333%   |  test_accuracy :  72.619048%
Epoch :  [189/300]   |   loss :  0.956550   |   train_accuracy :  69.047619%   |  test_accuracy :  52.380952%
Epoch :  [190/300]   |   loss :  1.078331   |   train_accuracy :  66.369048%   |  test_accuracy :  70.238095%
Epoch :  [191/300]   |   loss :  1.004062   |   train_accuracy :  67.857143%   |  test_accuracy :  72.619048%
Epoch :  [192/300]   |   loss :  0.960697   |   train_accuracy :  66.369048%   |  test_accuracy :  67.857143%
Epoch :  [193/300]   |   loss :  0.999914   |   train_accuracy :  69.940476%   |  test_accuracy :  66.666667%
Epoch :  [194/300]   |   loss :  0.991128   |   train_accuracy :  69.047619%   |  test_accuracy :  71.428571%
Epoch :  [195/300]   |   loss :  1.098915   |   train_accuracy :  68.154762%   |  test_accuracy :  72.619048%
Epoch :  [196/300]   |   loss :  1.069171   |   train_accuracy :  63.392857%   |  test_accuracy :  69.047619%
Epoch :  [197/300]   |   loss :  1.058425   |   train_accuracy :  64.583333%   |  test_accuracy :  73.809524%
Epoch :  [198/300]   |   loss :  1.011685   |   train_accuracy :  67.559524%   |  test_accuracy :  67.857143%
Epoch :  [199/300]   |   loss :  0.974669   |   train_accuracy :  69.047619%   |  test_accuracy :  71.428571%
Epoch :  [200/300]   |   loss :  0.994335   |   train_accuracy :  70.833333%   |  test_accuracy :  67.857143%
Epoch :  [201/300]   |   loss :  0.972003   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [202/300]   |   loss :  0.974809   |   train_accuracy :  68.452381%   |  test_accuracy :  69.047619%
Epoch :  [203/300]   |   loss :  0.992281   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [204/300]   |   loss :  0.970631   |   train_accuracy :  67.261905%   |  test_accuracy :  67.857143%
Epoch :  [205/300]   |   loss :  0.945346   |   train_accuracy :  72.619048%   |  test_accuracy :  73.809524%
Epoch :  [206/300]   |   loss :  0.937371   |   train_accuracy :  70.833333%   |  test_accuracy :  70.238095%
Epoch :  [207/300]   |   loss :  0.943531   |   train_accuracy :  68.750000%   |  test_accuracy :  73.809524%
Epoch :  [208/300]   |   loss :  0.949920   |   train_accuracy :  71.130952%   |  test_accuracy :  67.857143%
Epoch :  [209/300]   |   loss :  0.939993   |   train_accuracy :  70.238095%   |  test_accuracy :  75.000000%
Epoch :  [210/300]   |   loss :  0.954536   |   train_accuracy :  71.428571%   |  test_accuracy :  69.047619%
Epoch :  [211/300]   |   loss :  0.991592   |   train_accuracy :  71.428571%   |  test_accuracy :  72.619048%
Epoch :  [212/300]   |   loss :  1.008689   |   train_accuracy :  70.833333%   |  test_accuracy :  73.809524%
Epoch :  [213/300]   |   loss :  0.989888   |   train_accuracy :  67.559524%   |  test_accuracy :  72.619048%
Epoch :  [214/300]   |   loss :  0.980719   |   train_accuracy :  68.750000%   |  test_accuracy :  71.428571%
Epoch :  [215/300]   |   loss :  1.008735   |   train_accuracy :  69.345238%   |  test_accuracy :  71.428571%
Epoch :  [216/300]   |   loss :  0.986653   |   train_accuracy :  69.345238%   |  test_accuracy :  70.238095%
Epoch :  [217/300]   |   loss :  0.967521   |   train_accuracy :  67.857143%   |  test_accuracy :  76.190476%
Epoch :  [218/300]   |   loss :  0.966439   |   train_accuracy :  69.940476%   |  test_accuracy :  67.857143%
Epoch :  [219/300]   |   loss :  1.011829   |   train_accuracy :  68.154762%   |  test_accuracy :  75.000000%
Epoch :  [220/300]   |   loss :  0.977084   |   train_accuracy :  69.642857%   |  test_accuracy :  70.238095%
Epoch :  [221/300]   |   loss :  0.938201   |   train_accuracy :  75.297619%   |  test_accuracy :  75.000000%
Epoch :  [222/300]   |   loss :  1.012630   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [223/300]   |   loss :  0.973897   |   train_accuracy :  70.833333%   |  test_accuracy :  72.619048%
Epoch :  [224/300]   |   loss :  0.997231   |   train_accuracy :  67.857143%   |  test_accuracy :  71.428571%
Epoch :  [225/300]   |   loss :  0.985401   |   train_accuracy :  69.940476%   |  test_accuracy :  73.809524%
Epoch :  [226/300]   |   loss :  1.009868   |   train_accuracy :  71.428571%   |  test_accuracy :  67.857143%
Epoch :  [227/300]   |   loss :  0.942336   |   train_accuracy :  69.642857%   |  test_accuracy :  73.809524%
Epoch :  [228/300]   |   loss :  0.969126   |   train_accuracy :  70.833333%   |  test_accuracy :  70.238095%
Epoch :  [229/300]   |   loss :  0.961958   |   train_accuracy :  69.940476%   |  test_accuracy :  75.000000%
Epoch :  [230/300]   |   loss :  0.944851   |   train_accuracy :  70.238095%   |  test_accuracy :  54.761905%
Epoch :  [231/300]   |   loss :  0.972079   |   train_accuracy :  68.452381%   |  test_accuracy :  75.000000%
Epoch :  [232/300]   |   loss :  0.959209   |   train_accuracy :  71.130952%   |  test_accuracy :  71.428571%
Epoch :  [233/300]   |   loss :  0.954702   |   train_accuracy :  69.047619%   |  test_accuracy :  76.190476%
Epoch :  [234/300]   |   loss :  0.954800   |   train_accuracy :  66.071429%   |  test_accuracy :  71.428571%
Epoch :  [235/300]   |   loss :  0.938030   |   train_accuracy :  69.940476%   |  test_accuracy :  69.047619%
Epoch :  [236/300]   |   loss :  0.917945   |   train_accuracy :  70.833333%   |  test_accuracy :  75.000000%
Epoch :  [237/300]   |   loss :  0.924013   |   train_accuracy :  71.130952%   |  test_accuracy :  75.000000%
Epoch :  [238/300]   |   loss :  0.959783   |   train_accuracy :  67.559524%   |  test_accuracy :  73.809524%
Epoch :  [239/300]   |   loss :  0.943510   |   train_accuracy :  70.238095%   |  test_accuracy :  75.000000%
Epoch :  [240/300]   |   loss :  0.932486   |   train_accuracy :  69.345238%   |  test_accuracy :  70.238095%
Epoch :  [241/300]   |   loss :  0.942667   |   train_accuracy :  66.964286%   |  test_accuracy :  66.666667%
Epoch :  [242/300]   |   loss :  0.956349   |   train_accuracy :  69.642857%   |  test_accuracy :  70.238095%
Epoch :  [243/300]   |   loss :  1.352142   |   train_accuracy :  57.738095%   |  test_accuracy :  69.047619%
Epoch :  [244/300]   |   loss :  1.133157   |   train_accuracy :  66.369048%   |  test_accuracy :  70.238095%
Epoch :  [245/300]   |   loss :  0.998286   |   train_accuracy :  67.857143%   |  test_accuracy :  70.238095%
Epoch :  [246/300]   |   loss :  1.001134   |   train_accuracy :  69.642857%   |  test_accuracy :  71.428571%
Epoch :  [247/300]   |   loss :  0.964205   |   train_accuracy :  68.750000%   |  test_accuracy :  73.809524%
Epoch :  [248/300]   |   loss :  0.954655   |   train_accuracy :  69.047619%   |  test_accuracy :  67.857143%
Epoch :  [249/300]   |   loss :  1.012641   |   train_accuracy :  71.726190%   |  test_accuracy :  71.428571%
Epoch :  [250/300]   |   loss :  0.971894   |   train_accuracy :  73.214286%   |  test_accuracy :  76.190476%
Epoch :  [251/300]   |   loss :  0.975371   |   train_accuracy :  69.047619%   |  test_accuracy :  76.190476%
Epoch :  [252/300]   |   loss :  0.939657   |   train_accuracy :  70.535714%   |  test_accuracy :  75.000000%
Epoch :  [253/300]   |   loss :  0.933730   |   train_accuracy :  72.023810%   |  test_accuracy :  71.428571%
Epoch :  [254/300]   |   loss :  0.932625   |   train_accuracy :  70.833333%   |  test_accuracy :  73.809524%
Epoch :  [255/300]   |   loss :  0.918118   |   train_accuracy :  72.023810%   |  test_accuracy :  75.000000%
Epoch :  [256/300]   |   loss :  0.981104   |   train_accuracy :  68.452381%   |  test_accuracy :  75.000000%
Epoch :  [257/300]   |   loss :  0.948191   |   train_accuracy :  69.047619%   |  test_accuracy :  75.000000%
Epoch :  [258/300]   |   loss :  0.962356   |   train_accuracy :  70.833333%   |  test_accuracy :  70.238095%
Epoch :  [259/300]   |   loss :  0.979031   |   train_accuracy :  67.261905%   |  test_accuracy :  73.809524%
Epoch :  [260/300]   |   loss :  0.966448   |   train_accuracy :  71.428571%   |  test_accuracy :  69.047619%
Epoch :  [261/300]   |   loss :  0.949406   |   train_accuracy :  71.428571%   |  test_accuracy :  73.809524%
Epoch :  [262/300]   |   loss :  0.943680   |   train_accuracy :  72.023810%   |  test_accuracy :  70.238095%
Epoch :  [263/300]   |   loss :  0.925765   |   train_accuracy :  70.535714%   |  test_accuracy :  76.190476%
Epoch :  [264/300]   |   loss :  0.936595   |   train_accuracy :  72.023810%   |  test_accuracy :  70.238095%
Epoch :  [265/300]   |   loss :  0.936455   |   train_accuracy :  69.345238%   |  test_accuracy :  70.238095%
Epoch :  [266/300]   |   loss :  0.948008   |   train_accuracy :  71.130952%   |  test_accuracy :  75.000000%
Epoch :  [267/300]   |   loss :  0.921116   |   train_accuracy :  71.130952%   |  test_accuracy :  70.238095%
Epoch :  [268/300]   |   loss :  0.923713   |   train_accuracy :  74.702381%   |  test_accuracy :  75.000000%
Epoch :  [269/300]   |   loss :  0.948632   |   train_accuracy :  68.452381%   |  test_accuracy :  75.000000%
Epoch :  [270/300]   |   loss :  0.988023   |   train_accuracy :  71.428571%   |  test_accuracy :  75.000000%
Epoch :  [271/300]   |   loss :  0.938677   |   train_accuracy :  72.023810%   |  test_accuracy :  71.428571%
Epoch :  [272/300]   |   loss :  0.902544   |   train_accuracy :  72.321429%   |  test_accuracy :  75.000000%
Epoch :  [273/300]   |   loss :  0.921923   |   train_accuracy :  70.238095%   |  test_accuracy :  76.190476%
Epoch :  [274/300]   |   loss :  0.940446   |   train_accuracy :  71.428571%   |  test_accuracy :  77.380952%
Epoch :  [275/300]   |   loss :  0.940279   |   train_accuracy :  71.428571%   |  test_accuracy :  73.809524%
Epoch :  [276/300]   |   loss :  0.929331   |   train_accuracy :  71.130952%   |  test_accuracy :  76.190476%
Epoch :  [277/300]   |   loss :  0.946251   |   train_accuracy :  73.511905%   |  test_accuracy :  70.238095%
Epoch :  [278/300]   |   loss :  0.979050   |   train_accuracy :  69.642857%   |  test_accuracy :  72.619048%
Epoch :  [279/300]   |   loss :  0.937329   |   train_accuracy :  68.452381%   |  test_accuracy :  72.619048%
Epoch :  [280/300]   |   loss :  0.951364   |   train_accuracy :  72.023810%   |  test_accuracy :  75.000000%
Epoch :  [281/300]   |   loss :  0.924188   |   train_accuracy :  69.642857%   |  test_accuracy :  77.380952%
Epoch :  [282/300]   |   loss :  0.899915   |   train_accuracy :  69.345238%   |  test_accuracy :  76.190476%
Epoch :  [283/300]   |   loss :  0.939171   |   train_accuracy :  72.023810%   |  test_accuracy :  76.190476%
Epoch :  [284/300]   |   loss :  0.973610   |   train_accuracy :  69.940476%   |  test_accuracy :  70.238095%
Epoch :  [285/300]   |   loss :  0.970742   |   train_accuracy :  68.154762%   |  test_accuracy :  75.000000%
Epoch :  [286/300]   |   loss :  1.015753   |   train_accuracy :  72.619048%   |  test_accuracy :  76.190476%
Epoch :  [287/300]   |   loss :  0.967790   |   train_accuracy :  71.130952%   |  test_accuracy :  75.000000%
Epoch :  [288/300]   |   loss :  0.991135   |   train_accuracy :  70.535714%   |  test_accuracy :  73.809524%
Epoch :  [289/300]   |   loss :  0.979126   |   train_accuracy :  70.238095%   |  test_accuracy :  75.000000%
Epoch :  [290/300]   |   loss :  0.969776   |   train_accuracy :  70.535714%   |  test_accuracy :  73.809524%
Epoch :  [291/300]   |   loss :  0.933955   |   train_accuracy :  69.642857%   |  test_accuracy :  70.238095%
Epoch :  [292/300]   |   loss :  0.956957   |   train_accuracy :  70.535714%   |  test_accuracy :  70.238095%
Epoch :  [293/300]   |   loss :  0.957742   |   train_accuracy :  72.321429%   |  test_accuracy :  76.190476%
Epoch :  [294/300]   |   loss :  0.934092   |   train_accuracy :  71.428571%   |  test_accuracy :  76.190476%
Epoch :  [295/300]   |   loss :  0.938552   |   train_accuracy :  72.321429%   |  test_accuracy :  77.380952%
Epoch :  [296/300]   |   loss :  0.891110   |   train_accuracy :  70.535714%   |  test_accuracy :  71.428571%
Epoch :  [297/300]   |   loss :  0.898569   |   train_accuracy :  71.428571%   |  test_accuracy :  70.238095%
Epoch :  [298/300]   |   loss :  0.885357   |   train_accuracy :  71.428571%   |  test_accuracy :  75.000000%
Epoch :  [299/300]   |   loss :  0.937526   |   train_accuracy :  73.809524%   |  test_accuracy :  70.238095%
Epoch :  [300/300]   |   loss :  0.895983   |   train_accuracy :  68.452381%   |  test_accuracy :  77.380952%
Epoch :  [001/300]   |   loss :  6.102227   |   train_accuracy :  17.261905%   |  test_accuracy :  20.238095%
Epoch :  [002/300]   |   loss :  4.886830   |   train_accuracy :  19.940476%   |  test_accuracy :  28.571429%
Epoch :  [003/300]   |   loss :  3.587965   |   train_accuracy :  26.488095%   |  test_accuracy :  29.761905%
Epoch :  [004/300]   |   loss :  3.088497   |   train_accuracy :  31.845238%   |  test_accuracy :  34.523810%
Epoch :  [005/300]   |   loss :  2.930599   |   train_accuracy :  39.880952%   |  test_accuracy :  46.428571%
Epoch :  [006/300]   |   loss :  2.876033   |   train_accuracy :  44.345238%   |  test_accuracy :  38.095238%
Epoch :  [007/300]   |   loss :  2.771197   |   train_accuracy :  43.452381%   |  test_accuracy :  34.523810%
Epoch :  [008/300]   |   loss :  2.713096   |   train_accuracy :  47.321429%   |  test_accuracy :  25.000000%
Epoch :  [009/300]   |   loss :  2.764219   |   train_accuracy :  44.642857%   |  test_accuracy :  23.809524%
Epoch :  [010/300]   |   loss :  2.719556   |   train_accuracy :  42.857143%   |  test_accuracy :  33.333333%
Epoch :  [011/300]   |   loss :  2.627038   |   train_accuracy :  48.214286%   |  test_accuracy :  27.380952%
Epoch :  [012/300]   |   loss :  2.700116   |   train_accuracy :  45.238095%   |  test_accuracy :  40.476190%
Epoch :  [013/300]   |   loss :  2.647418   |   train_accuracy :  46.130952%   |  test_accuracy :  39.285714%
Epoch :  [014/300]   |   loss :  2.604663   |   train_accuracy :  45.535714%   |  test_accuracy :  53.571429%
Epoch :  [015/300]   |   loss :  2.612396   |   train_accuracy :  44.047619%   |  test_accuracy :  50.000000%
Epoch :  [016/300]   |   loss :  2.738876   |   train_accuracy :  47.916667%   |  test_accuracy :  38.095238%
Epoch :  [017/300]   |   loss :  2.829514   |   train_accuracy :  41.666667%   |  test_accuracy :  39.285714%
Epoch :  [018/300]   |   loss :  2.606319   |   train_accuracy :  49.702381%   |  test_accuracy :  38.095238%
Epoch :  [019/300]   |   loss :  2.587797   |   train_accuracy :  47.321429%   |  test_accuracy :  53.571429%
Epoch :  [020/300]   |   loss :  2.598940   |   train_accuracy :  47.619048%   |  test_accuracy :  53.571429%
Epoch :  [021/300]   |   loss :  2.663255   |   train_accuracy :  47.023810%   |  test_accuracy :  53.571429%
Epoch :  [022/300]   |   loss :  2.537890   |   train_accuracy :  45.238095%   |  test_accuracy :  53.571429%
Epoch :  [023/300]   |   loss :  2.527528   |   train_accuracy :  51.488095%   |  test_accuracy :  53.571429%
Epoch :  [024/300]   |   loss :  2.585609   |   train_accuracy :  51.190476%   |  test_accuracy :  39.285714%
Epoch :  [025/300]   |   loss :  2.544622   |   train_accuracy :  47.619048%   |  test_accuracy :  40.476190%
Epoch :  [026/300]   |   loss :  2.565078   |   train_accuracy :  50.000000%   |  test_accuracy :  53.571429%
Epoch :  [027/300]   |   loss :  2.517130   |   train_accuracy :  45.833333%   |  test_accuracy :  52.380952%
Epoch :  [028/300]   |   loss :  2.556717   |   train_accuracy :  48.214286%   |  test_accuracy :  53.571429%
Epoch :  [029/300]   |   loss :  2.551611   |   train_accuracy :  52.083333%   |  test_accuracy :  53.571429%
Epoch :  [030/300]   |   loss :  2.540091   |   train_accuracy :  51.190476%   |  test_accuracy :  40.476190%
Epoch :  [031/300]   |   loss :  2.570427   |   train_accuracy :  52.380952%   |  test_accuracy :  53.571429%
Epoch :  [032/300]   |   loss :  2.564583   |   train_accuracy :  53.571429%   |  test_accuracy :  41.666667%
Epoch :  [033/300]   |   loss :  2.494150   |   train_accuracy :  50.595238%   |  test_accuracy :  40.476190%
Epoch :  [034/300]   |   loss :  2.553599   |   train_accuracy :  49.702381%   |  test_accuracy :  40.476190%
Epoch :  [035/300]   |   loss :  2.496086   |   train_accuracy :  50.892857%   |  test_accuracy :  40.476190%
Epoch :  [036/300]   |   loss :  2.530173   |   train_accuracy :  53.869048%   |  test_accuracy :  53.571429%
Epoch :  [037/300]   |   loss :  2.561224   |   train_accuracy :  52.380952%   |  test_accuracy :  66.666667%
Epoch :  [038/300]   |   loss :  2.533945   |   train_accuracy :  55.059524%   |  test_accuracy :  40.476190%
Epoch :  [039/300]   |   loss :  2.479000   |   train_accuracy :  53.571429%   |  test_accuracy :  53.571429%
Epoch :  [040/300]   |   loss :  2.468545   |   train_accuracy :  52.678571%   |  test_accuracy :  38.095238%
Epoch :  [041/300]   |   loss :  2.525950   |   train_accuracy :  50.297619%   |  test_accuracy :  32.142857%
Epoch :  [042/300]   |   loss :  2.551964   |   train_accuracy :  50.892857%   |  test_accuracy :  66.666667%
Epoch :  [043/300]   |   loss :  2.491355   |   train_accuracy :  54.761905%   |  test_accuracy :  66.666667%
Epoch :  [044/300]   |   loss :  2.492840   |   train_accuracy :  54.166667%   |  test_accuracy :  54.761905%
Epoch :  [045/300]   |   loss :  2.488056   |   train_accuracy :  51.785714%   |  test_accuracy :  54.761905%
Epoch :  [046/300]   |   loss :  2.472311   |   train_accuracy :  56.250000%   |  test_accuracy :  40.476190%
Epoch :  [047/300]   |   loss :  2.433515   |   train_accuracy :  56.845238%   |  test_accuracy :  57.142857%
Epoch :  [048/300]   |   loss :  2.482388   |   train_accuracy :  54.761905%   |  test_accuracy :  67.857143%
Epoch :  [049/300]   |   loss :  2.465504   |   train_accuracy :  60.714286%   |  test_accuracy :  40.476190%
Epoch :  [050/300]   |   loss :  2.476444   |   train_accuracy :  50.892857%   |  test_accuracy :  41.666667%
Epoch :  [051/300]   |   loss :  2.426894   |   train_accuracy :  56.250000%   |  test_accuracy :  70.238095%
Epoch :  [052/300]   |   loss :  2.425417   |   train_accuracy :  57.440476%   |  test_accuracy :  54.761905%
Epoch :  [053/300]   |   loss :  2.432299   |   train_accuracy :  62.202381%   |  test_accuracy :  42.857143%
Epoch :  [054/300]   |   loss :  2.391269   |   train_accuracy :  59.226190%   |  test_accuracy :  67.857143%
Epoch :  [055/300]   |   loss :  2.406010   |   train_accuracy :  64.285714%   |  test_accuracy :  41.666667%
Epoch :  [056/300]   |   loss :  2.341138   |   train_accuracy :  61.011905%   |  test_accuracy :  41.666667%
Epoch :  [057/300]   |   loss :  2.335820   |   train_accuracy :  62.500000%   |  test_accuracy :  67.857143%
Epoch :  [058/300]   |   loss :  2.321060   |   train_accuracy :  65.773810%   |  test_accuracy :  42.857143%
Epoch :  [059/300]   |   loss :  2.345555   |   train_accuracy :  58.630952%   |  test_accuracy :  67.857143%
Epoch :  [060/300]   |   loss :  2.300437   |   train_accuracy :  65.773810%   |  test_accuracy :  42.857143%
Epoch :  [061/300]   |   loss :  2.299276   |   train_accuracy :  64.583333%   |  test_accuracy :  67.857143%
Epoch :  [062/300]   |   loss :  2.212568   |   train_accuracy :  68.452381%   |  test_accuracy :  71.428571%
Epoch :  [063/300]   |   loss :  2.227289   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [064/300]   |   loss :  2.181042   |   train_accuracy :  69.047619%   |  test_accuracy :  42.857143%
Epoch :  [065/300]   |   loss :  2.265806   |   train_accuracy :  63.392857%   |  test_accuracy :  69.047619%
Epoch :  [066/300]   |   loss :  2.257525   |   train_accuracy :  67.559524%   |  test_accuracy :  67.857143%
Epoch :  [067/300]   |   loss :  2.351318   |   train_accuracy :  63.095238%   |  test_accuracy :  69.047619%
Epoch :  [068/300]   |   loss :  2.374685   |   train_accuracy :  61.607143%   |  test_accuracy :  41.666667%
Epoch :  [069/300]   |   loss :  2.271198   |   train_accuracy :  64.880952%   |  test_accuracy :  70.238095%
Epoch :  [070/300]   |   loss :  2.213521   |   train_accuracy :  68.750000%   |  test_accuracy :  67.857143%
Epoch :  [071/300]   |   loss :  2.206563   |   train_accuracy :  68.154762%   |  test_accuracy :  69.047619%
Epoch :  [072/300]   |   loss :  2.151928   |   train_accuracy :  68.452381%   |  test_accuracy :  70.238095%
Epoch :  [073/300]   |   loss :  2.236056   |   train_accuracy :  65.178571%   |  test_accuracy :  66.666667%
Epoch :  [074/300]   |   loss :  2.244293   |   train_accuracy :  67.857143%   |  test_accuracy :  67.857143%
Epoch :  [075/300]   |   loss :  2.142571   |   train_accuracy :  68.750000%   |  test_accuracy :  69.047619%
Epoch :  [076/300]   |   loss :  2.172344   |   train_accuracy :  68.452381%   |  test_accuracy :  69.047619%
Epoch :  [077/300]   |   loss :  2.144251   |   train_accuracy :  68.154762%   |  test_accuracy :  71.428571%
Epoch :  [078/300]   |   loss :  2.140118   |   train_accuracy :  68.452381%   |  test_accuracy :  70.238095%
Epoch :  [079/300]   |   loss :  2.137620   |   train_accuracy :  69.047619%   |  test_accuracy :  69.047619%
Epoch :  [080/300]   |   loss :  2.131457   |   train_accuracy :  69.642857%   |  test_accuracy :  41.666667%
Epoch :  [081/300]   |   loss :  2.315324   |   train_accuracy :  66.666667%   |  test_accuracy :  69.047619%
Epoch :  [082/300]   |   loss :  2.177850   |   train_accuracy :  68.154762%   |  test_accuracy :  69.047619%
Epoch :  [083/300]   |   loss :  2.137688   |   train_accuracy :  69.345238%   |  test_accuracy :  70.238095%
Epoch :  [084/300]   |   loss :  2.192059   |   train_accuracy :  69.642857%   |  test_accuracy :  71.428571%
Epoch :  [085/300]   |   loss :  2.148433   |   train_accuracy :  69.345238%   |  test_accuracy :  69.047619%
Epoch :  [086/300]   |   loss :  2.161148   |   train_accuracy :  68.452381%   |  test_accuracy :  67.857143%
Epoch :  [087/300]   |   loss :  2.111747   |   train_accuracy :  68.452381%   |  test_accuracy :  69.047619%
Epoch :  [088/300]   |   loss :  2.161609   |   train_accuracy :  68.750000%   |  test_accuracy :  69.047619%
Epoch :  [089/300]   |   loss :  2.185039   |   train_accuracy :  69.345238%   |  test_accuracy :  70.238095%
Epoch :  [090/300]   |   loss :  2.132687   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [091/300]   |   loss :  2.189427   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [092/300]   |   loss :  2.176171   |   train_accuracy :  69.047619%   |  test_accuracy :  71.428571%
Epoch :  [093/300]   |   loss :  2.148026   |   train_accuracy :  69.642857%   |  test_accuracy :  67.857143%
Epoch :  [094/300]   |   loss :  2.089512   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [095/300]   |   loss :  2.136573   |   train_accuracy :  70.238095%   |  test_accuracy :  71.428571%
Epoch :  [096/300]   |   loss :  2.220018   |   train_accuracy :  69.345238%   |  test_accuracy :  69.047619%
Epoch :  [097/300]   |   loss :  2.133944   |   train_accuracy :  68.154762%   |  test_accuracy :  69.047619%
Epoch :  [098/300]   |   loss :  2.161062   |   train_accuracy :  67.559524%   |  test_accuracy :  70.238095%
Epoch :  [099/300]   |   loss :  2.106175   |   train_accuracy :  68.750000%   |  test_accuracy :  69.047619%
Epoch :  [100/300]   |   loss :  2.106993   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [101/300]   |   loss :  2.126195   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [102/300]   |   loss :  2.095033   |   train_accuracy :  69.345238%   |  test_accuracy :  71.428571%
Epoch :  [103/300]   |   loss :  2.080129   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [104/300]   |   loss :  2.109450   |   train_accuracy :  69.345238%   |  test_accuracy :  70.238095%
Epoch :  [105/300]   |   loss :  2.085163   |   train_accuracy :  70.238095%   |  test_accuracy :  70.238095%
Epoch :  [106/300]   |   loss :  2.042228   |   train_accuracy :  70.238095%   |  test_accuracy :  69.047619%
Epoch :  [107/300]   |   loss :  2.040470   |   train_accuracy :  69.047619%   |  test_accuracy :  69.047619%
Epoch :  [108/300]   |   loss :  2.078941   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [109/300]   |   loss :  2.046079   |   train_accuracy :  70.238095%   |  test_accuracy :  71.428571%
Epoch :  [110/300]   |   loss :  2.091673   |   train_accuracy :  69.345238%   |  test_accuracy :  69.047619%
Epoch :  [111/300]   |   loss :  2.076732   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [112/300]   |   loss :  2.106085   |   train_accuracy :  68.750000%   |  test_accuracy :  70.238095%
Epoch :  [113/300]   |   loss :  2.066985   |   train_accuracy :  66.666667%   |  test_accuracy :  67.857143%
Epoch :  [114/300]   |   loss :  2.144212   |   train_accuracy :  69.047619%   |  test_accuracy :  70.238095%
Epoch :  [115/300]   |   loss :  2.095655   |   train_accuracy :  69.642857%   |  test_accuracy :  70.238095%
Epoch :  [116/300]   |   loss :  2.080525   |   train_accuracy :  70.238095%   |  test_accuracy :  69.047619%
Epoch :  [117/300]   |   loss :  2.084807   |   train_accuracy :  69.642857%   |  test_accuracy :  70.238095%
Epoch :  [118/300]   |   loss :  2.059898   |   train_accuracy :  70.238095%   |  test_accuracy :  70.238095%
Epoch :  [119/300]   |   loss :  2.049698   |   train_accuracy :  69.047619%   |  test_accuracy :  72.619048%
